Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Payload_Data,Malware_Indicators,Anomaly_Scores,Alerts_Warnings,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geo_City_location_Data,Proxy_Information,Firewall_Logs,IDS_IPS_Alerts,Log_Source
172.217.10.138-10.42.0.211-443-39056-6,28-01-20 20:23,191.184.23.47,55.253.54.97,54196,27018,UDP,1343,Control,DNS,Iure veritatis distinctio voluptatem consequatur nostrum facilis. Dolor rem facere voluptatum saepe. Maxime et iusto facilis provident veritatis. Id molestiae non sed reprehenderit optio magnam.,NA,2.4,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/59.0.868.0 Mobile/80G940 Safari/533.2",Segment B,"Korba, Bihar",147.203.194.163,Log Data,Alert Data,Server
10.42.0.151-54.192.38.230-55604-443-6,12-12-20 13:16,59.173.245.157,77.91.105.30,20679,38245,ICMP,142,Data,FTP,Quod aliquam delectus consectetur deleniti vel doloribus.,NA,93.17,Alert Triggered,Malware,Known Pattern B,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.17.4 (KHTML, like Gecko) Version/5.0 Safari/532.17.4",Segment A,"Sikar, Andhra Pradesh",NA,Log Data,Alert Data,Firewall
10.42.0.151-52.26.15.212-32772-443-6,17-10-20 16:12,55.170.207.95,136.28.116.11,4452,47447,ICMP,1454,Data,FTP,"Accusantium eum sapiente vitae possimus dolore veniam nisi.
Nobis iusto nobis optio. Laudantium saepe vero dolor. Repellendus nisi sit esse.",IoC Detected,58.33,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Opera/8.16.(Windows NT 4.0; my-MM) Presto/2.9.170 Version/10.00,Segment B,"Jorhat, Karnataka",NA,NA,NA,Firewall
157.55.130.155-10.42.0.211-40008-60774-17,25-01-23 1:07,123.116.163.42,214.173.89.130,6753,30762,TCP,402,Data,DNS,Magnam molestias enim sed. Consequuntur magnam placeat pariatur quis. Consequatur earum doloribus aperiam laudantium a placeat.,IoC Detected,44.44,Alert Triggered,Malware,Known Pattern B,Logged,Low,Opera/8.37.(Windows NT 4.0; tr-CY) Presto/2.9.179 Version/10.00,Segment B,"Kurnool, Karnataka",163.9.188.11,Log Data,Alert Data,Server
173.222.148.33-10.42.0.151-80-36565-6,03-10-23 10:32,139.114.212.158,108.54.238.113,41619,7630,UDP,1177,Data,FTP,Ipsam eos maxime veritatis quam nobis itaque veniam. Aliquid sint sunt esse. Nihil temporibus ex repudiandae debitis illum cumque vel.,NA,86.5,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Opera/9.19.(Windows NT 10.0; id-ID) Presto/2.9.190 Version/10.00,Segment C,"Surendranagar Dudhrej, Nagaland",4.200.253.175,Log Data,NA,Firewall
199.16.156.43-10.42.0.211-443-58812-6,25-12-22 4:37,122.36.89.231,213.136.208.97,1315,12194,ICMP,730,Data,FTP,Quo commodi labore omnis blanditiis asperiores maxime suscipit. Autem ipsum ex illum.,NA,4.51,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/61.0.859.0 Safari/533.2",Segment B,"Kolhapur, Goa",NA,Log Data,NA,Firewall
172.217.3.100-10.42.0.211-443-60924-6,19-10-21 21:49,210.191.67.189,89.48.175.199,7589,18581,TCP,919,Data,HTTP,"Debitis necessitatibus dolorem sunt. Voluptas nemo tempora fugiat aspernatur recusandae suscipit.
Omnis repellat deserunt sint soluta.",IoC Detected,40.52,Alert Triggered,DDoS,Known Pattern A,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; eu-ES) AppleWebKit/534.26.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.26.4",Segment B,"Chapra, Uttarakhand",173.242.71.94,NA,Alert Data,Server
10.42.0.151-98.139.199.204-36651-443-6,05-01-23 22:07,45.236.125.149,62.10.252.95,19116,3303,UDP,759,Control,HTTP,Incidunt minus laboriosam aliquid consequuntur consequuntur totam. Facere pariatur fugiat repudiandae. Omnis ullam magnam temporibus eligendi numquam.,IoC Detected,48.78,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.1),Segment C,"Anantapur, Manipur",66.73.144.64,Log Data,Alert Data,Firewall
10.42.0.211-123.59.190.237-34423-80-6,01-01-23 23:42,7.156.131.204,85.188.88.180,44697,56678,TCP,992,Control,FTP,"Fuga veniam impedit natus. Rerum debitis quis perferendis quam ex. Animi est dolor at quos fugit explicabo.
Quia maxime in cupiditate vitae dolorem. Harum sunt amet consequuntur libero.",IoC Detected,67.53,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Mozilla/5.0 (Windows CE; mt-MT; rv:1.9.2.20) Gecko/9630-04-21 11:18:14 Firefox/3.8,Segment B,"Imphal, Karnataka",25.196.153.180,NA,NA,Server
10.42.0.211-10.42.0.1-28631-53-17,05-09-21 8:32,121.130.135.46,155.226.53.197,12800,11068,UDP,678,Control,FTP,"Soluta officiis enim porro temporibus a.
Beatae numquam ea aliquid fuga fugit veritatis voluptatibus. Maiores suscipit aspernatur debitis corporis ut repudiandae quaerat.",IoC Detected,63.81,Alert Triggered,Malware,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1),Segment C,"Saharsa, Arunachal Pradesh",159.253.101.223,NA,NA,Server
10.42.0.42-31.13.80.5-53686-443-6,29-12-21 23:20,139.141.179.226,31.208.253.183,64116,27821,UDP,651,Control,HTTP,"Neque in deserunt perferendis doloremque nobis dolores nostrum. Animi autem officiis consequuntur natus. Maxime laborum tenetur consequatur sit.
Veritatis ex ex ipsum laborum dignissimos.",IoC Detected,98.59,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.45.7 (KHTML, like Gecko) Version/5.1 Safari/534.45.7",Segment C,"Tenali, Goa",65.103.24.195,Log Data,Alert Data,Server
10.42.0.42-66.198.178.50-58103-80-6,03-05-22 23:25,43.105.168.19,75.50.4.232,52436,65460,ICMP,651,Control,HTTP,"Itaque tempora nulla sunt. Minus at incidunt sint et quas.
Dolores sed quasi. Sint fugiat aperiam explicabo at.
Possimus adipisci mollitia quaerat. Quis magni similique.",IoC Detected,36.53,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),Segment B,"Mahbubnagar, Uttarakhand",217.79.221.211,NA,Alert Data,Server
10.42.0.1-10.42.0.42-53-1782-17,04-08-21 4:53,24.162.168.23,188.58.179.73,40318,57243,TCP,900,Control,FTP,Earum vero numquam perferendis accusantium dicta ab. Quae quasi minus commodi libero.,IoC Detected,67.69,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Mozilla/5.0 (Windows CE; ce-RU; rv:1.9.0.20) Gecko/5430-10-26 00:06:50 Firefox/15.0,Segment B,"Dindigul, Karnataka",NA,Log Data,Alert Data,Server
10.42.0.211-66.102.255.61-36644-443-6,17-01-20 11:00,143.170.130.193,206.80.200.203,11609,58953,ICMP,481,Data,HTTP,"Sequi perspiciatis nisi quaerat. Recusandae a qui expedita animi quibusdam qui. Eius omnis dolorem accusamus quam quidem.
Doloremque optio deserunt accusamus. Asperiores vero quas dolore.",IoC Detected,53.38,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:2.0; ve-ZA) AppleWebKit/535.25.1 (KHTML, like Gecko) Version/5.1 Safari/535.25.1",Segment A,"Moradabad, Rajasthan",NA,NA,Alert Data,Server
10.42.0.211-23.21.51.186-33816-443-6,07-01-23 4:00,56.33.186.130,219.34.203.31,48196,63576,UDP,725,Data,DNS,"Earum unde a. Ducimus voluptatem voluptatem unde delectus. Explicabo praesentium repellendus distinctio.
Voluptatibus soluta error incidunt. Sapiente ducimus totam neque voluptate quaerat.",NA,67.05,Alert Triggered,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (Windows NT 5.01; hne-IN; rv:1.9.1.20) Gecko/5840-04-22 20:09:25 Firefox/3.8,Segment A,"Jodhpur, Rajasthan",NA,NA,NA,Server
10.42.0.151-10.42.0.1-54786-53-17,21-07-20 18:42,173.56.222.229,92.146.200.158,6608,24592,UDP,1360,Data,HTTP,Eos dicta modi. Porro odit sit unde. Perferendis eius itaque expedita provident aliquam.,NA,1.53,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Mozilla/5.0 (Windows NT 6.2; fa-IR; rv:1.9.2.20) Gecko/4391-08-11 22:26:28 Firefox/3.6.12,Segment C,"Raebareli, Andhra Pradesh",NA,Log Data,NA,Firewall
172.217.1.35-10.42.0.151-443-48316-6,05-02-21 7:06,222.170.62.247,139.40.129.74,27501,16062,ICMP,583,Control,HTTP,"Libero pariatur eius asperiores quisquam. Consequuntur eaque debitis sapiente provident facere.
Velit nam doloremque corrupti dolorum accusantium. Odit molestias autem beatae. Nobis in quis.",NA,56.55,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Mozilla/5.0 (Android 4.4.4; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,Segment B,"Ghaziabad, West Bengal",NA,Log Data,Alert Data,Firewall
172.217.11.3-10.42.0.151-443-41333-6,28-11-22 13:56,151.137.98.221,137.190.76.214,36967,46951,UDP,671,Data,DNS,Molestias consectetur ducimus officia provident dolores quia porro. Voluptatum deleniti vitae explicabo corporis sequi eligendi tempore.,IoC Detected,76.58,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Opera/8.71.(Windows NT 5.0; as-IN) Presto/2.9.171 Version/12.00,Segment C,"Kamarhati, Meghalaya",NA,NA,NA,Server
10.42.0.211-31.13.73.1-37807-443-6,07-06-20 10:11,46.87.246.203,10.183.211.146,57632,38053,ICMP,1489,Data,HTTP,Assumenda dolorem cumque quia repudiandae perspiciatis iusto. Similique ad hic necessitatibus libero. Cupiditate delectus magnam totam unde assumenda cum.,IoC Detected,31.92,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Mozilla/5.0 (Windows NT 5.2; da-DK; rv:1.9.0.20) Gecko/6333-06-08 01:17:21 Firefox/3.6.10,Segment B,"Bokaro, Goa",NA,NA,NA,Firewall
10.42.0.211-74.6.105.13-54814-443-6,23-07-20 11:31,4.46.179.19,126.111.201.161,30311,36138,TCP,752,Control,HTTP,Amet modi itaque officia. Sequi aperiam sapiente. Temporibus expedita aut sequi illum. Perferendis recusandae illo voluptatem illum.,IoC Detected,87.75,Alert Triggered,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.29.2 (KHTML, like Gecko) Version/4.0.4 Safari/534.29.2",Segment B,"Guwahati, Gujarat",206.218.206.148,Log Data,Alert Data,Firewall
10.42.0.211-54.243.160.133-55820-443-6,22-04-21 0:12,204.198.83.15,14.97.24.86,25234,29174,UDP,375,Data,HTTP,Porro eveniet iure porro. Pariatur delectus id architecto. Doloremque sunt quod numquam vel tempora.,IoC Detected,99.87,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.0),Segment B,"Gulbarga, Goa",6.93.100.144,Log Data,NA,Server
169.55.67.247-10.42.0.211-5222-58851-6,27-03-22 20:44,59.46.211.6,35.141.83.177,40678,3237,ICMP,498,Data,DNS,"Commodi eaque beatae sed iure ex minus. Ab placeat voluptates veniam aut fuga voluptates.
Error eos accusantium iure animi ratione fuga.
Architecto ex tempora. Nulla architecto magni esse molestiae.",IoC Detected,81.17,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Opera/9.17.(X11; Linux x86_64; doi-IN) Presto/2.9.178 Version/11.00,Segment A,"Jalna, Andhra Pradesh",210.72.74.255,Log Data,NA,Firewall
10.42.0.211-64.71.142.124-35346-80-6,24-01-20 21:05,164.33.61.46,171.69.245.98,25469,57209,ICMP,245,Control,HTTP,"Dolore aliquam placeat. Veniam vitae quaerat rem autem asperiores.
Amet molestiae vitae impedit eius.",IoC Detected,18.64,Alert Triggered,Malware,Known Pattern A,Ignored,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),Segment B,"Tiruppur, Bihar",NA,Log Data,NA,Server
10.42.0.42-31.13.80.37-38718-443-6,27-07-22 13:41,75.40.248.124,109.235.87.153,27376,53687,ICMP,1408,Control,HTTP,"Illo et aut ipsum. Placeat ad excepturi distinctio quos cumque. Officiis minima modi accusantium.
Ex vel perferendis ipsa laborum mollitia. Eos nesciunt ut dolorum.",NA,64.85,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),Segment B,"Gaya, Haryana",110.220.151.47,Log Data,NA,Server
239.255.255.250-10.42.0.1-1900-39243-17,17-05-23 19:21,191.128.153.169,63.158.215.221,8057,34815,ICMP,1412,Data,DNS,"Qui adipisci esse magni. Id perferendis repellat at consequatur. Dolorem cum animi.
Quam perferendis qui. Explicabo necessitatibus et fuga sint.",IoC Detected,65.78,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.4n1647.0 Mobile/61S115 Safari/533.0",Segment B,"Tiruchirappalli, Himachal Pradesh",148.184.17.194,NA,Alert Data,Server
10.42.0.211-10.42.0.1-39130-53-17,27-07-23 20:47,211.185.233.234,41.122.75.150,28333,53321,ICMP,1039,Data,HTTP,Quae soluta pariatur doloribus minus beatae aliquam. Nisi totam fugiat officiis nemo in aliquid voluptatem.,NA,54.88,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.827.0 Safari/533.0",Segment B,"Aligarh, Telangana",7.227.80.16,Log Data,Alert Data,Server
10.42.0.42-36.110.210.167-47297-80-6,19-09-23 13:06,220.224.116.218,134.74.157.63,6715,30566,TCP,1293,Data,HTTP,Cum unde architecto natus eligendi aut suscipit sequi. Laborum laboriosam necessitatibus tempora sit dolor aliquam. Iste voluptate quisquam modi et.,NA,52.9,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ks-IN) AppleWebKit/535.31.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.31.1",Segment C,"Durg, Andhra Pradesh",118.148.7.130,NA,Alert Data,Firewall
10.42.0.211-10.42.0.1-8054-53-17,16-07-22 14:48,73.121.77.43,130.58.127.96,11099,10391,TCP,1346,Control,DNS,"Enim optio eaque. A hic similique vero fugiat error. Dignissimos atque sed sequi.
Cum quidem soluta laborum dolorem. Suscipit praesentium corporis odio.",IoC Detected,20.08,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),Segment B,"Bhiwani, Madhya Pradesh",177.107.202.205,Log Data,NA,Firewall
172.217.10.110-10.42.0.151-443-33468-6,01-05-21 2:24,115.92.218.226,113.89.33.56,8953,19328,UDP,1394,Control,HTTP,Officiis deleniti aperiam quia explicabo. Perspiciatis facilis quasi nemo molestiae fugiat.,NA,76.01,Alert Triggered,DDoS,Known Pattern A,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; so-DJ) AppleWebKit/532.49.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.49.5",Segment B,"Sasaram, Arunachal Pradesh",40.20.134.12,Log Data,NA,Server
172.217.6.238-10.42.0.42-443-56001-6,25-04-21 13:22,221.24.52.250,40.251.243.189,61938,48288,TCP,772,Data,HTTP,"Ipsa enim voluptate quae. Cum blanditiis accusamus molestias. Veritatis optio suscipit aut minima.
Totam ab fugit facere illo. Dolorum voluptas quisquam consequuntur sapiente quod inventore.",NA,75.57,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),Segment A,"Jammu, Meghalaya",177.149.92.114,Log Data,Alert Data,Firewall
10.42.0.211-106.39.169.66-42620-80-6,21-10-20 18:56,126.227.242.60,77.42.216.71,57549,26596,ICMP,710,Control,DNS,"Ab voluptatibus quidem fuga iste fugit nobis quidem. Deleniti eaque porro tempore iste reprehenderit.
Ad in et maxime molestias. Ipsam eaque deserunt nulla. Possimus minus laudantium.",IoC Detected,29.95,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Opera/9.95.(Windows CE; en-US) Presto/2.9.190 Version/10.00,Segment C,"Jabalpur, Bihar",NA,NA,NA,Firewall
10.42.0.151-10.42.0.1-12671-53-17,09-02-22 11:52,74.97.163.58,36.192.223.214,59246,24932,ICMP,495,Data,FTP,Ullam quaerat maiores eius est harum. Consectetur libero itaque. Iure perspiciatis libero ab.,IoC Detected,63.39,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3; rv:1.9.2.20) Gecko/6714-07-14 15:34:53 Firefox/3.8,Segment A,"Raichur, Gujarat",30.59.176.162,Log Data,NA,Firewall
10.42.0.42-61.135.185.139-53271-80-6,19-07-20 6:12,46.211.126.248,2.44.193.165,43270,11191,ICMP,585,Data,FTP,Nostrum ipsum autem cupiditate nihil sequi dolorum. Deserunt officia animi dolore saepe magnam.,NA,36.55,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),Segment A,"Ambattur, Uttarakhand",NA,NA,Alert Data,Firewall
10.42.0.151-10.42.0.1-42781-53-17,28-02-21 14:13,53.31.18.42,162.46.55.83,32654,28417,UDP,428,Control,DNS,Unde earum quisquam voluptates eligendi ab incidunt. Iste quidem consequuntur odio odio. Possimus enim consequuntur voluptates.,NA,25.72,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/24.0.865.0 Safari/533.2",Segment A,"Akola, Madhya Pradesh",NA,NA,NA,Server
151.101.45.140-10.42.0.151-443-56182-6,28-02-23 2:55,23.64.224.110,180.71.171.190,18486,44621,TCP,833,Control,DNS,"Officia distinctio perspiciatis ut tempora consequatur. Sunt delectus deleniti beatae delectus nam.
Illum deleniti molestiae rerum. Omnis distinctio occaecati quos.",IoC Detected,78.9,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),Segment A,"Vadodara, Jharkhand",141.170.195.6,Log Data,NA,Firewall
183.79.17.108-10.42.0.151-443-60435-6,11-04-23 4:16,122.190.49.187,3.61.33.4,64066,16026,TCP,750,Control,DNS,"Quidem eos nam omnis numquam quo. Iste assumenda iusto.
Rem quae aspernatur tenetur cupiditate voluptatum. Incidunt consectetur maxime rem. Vel molestias velit quia perferendis.",IoC Detected,55.02,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0),Segment A,"Buxar, Uttarakhand",NA,Log Data,Alert Data,Server
202.77.129.232-10.42.0.211-80-48678-6,19-06-23 18:59,213.170.114.222,30.144.76.196,8033,58710,TCP,555,Data,DNS,"Similique corrupti iure dolores asperiores itaque ad. Veritatis repellendus velit repudiandae.
Maiores saepe accusamus a. Maiores dolores ipsum repellendus inventore. Neque facere perspiciatis.",NA,10.35,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; the-NP) AppleWebKit/534.2.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.2.4",Segment B,"Alappuzha, Karnataka",NA,Log Data,NA,Firewall
10.42.0.211-10.42.0.1-61324-53-17,21-04-21 16:47,27.109.72.21,95.138.19.168,15586,61329,UDP,897,Control,DNS,"Perferendis praesentium voluptates ducimus corrupti. Architecto adipisci vitae minus delectus.
Aspernatur laboriosam exercitationem voluptate officiis id. Nam debitis dicta molestias.",IoC Detected,67.06,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),Segment C,"Sri Ganganagar, Uttar Pradesh",NA,NA,Alert Data,Firewall
172.217.3.110-10.42.0.151-443-43259-6,09-07-20 18:24,9.112.86.111,183.122.81.25,44783,40587,ICMP,126,Data,FTP,Sint corporis at nihil molestiae dolores. Ex fugiat accusantium repellendus.,IoC Detected,79.85,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.47.4 (KHTML, like Gecko) Version/5.1 Safari/535.47.4",Segment A,"Katihar, Bihar",NA,Log Data,NA,Server
10.42.0.151-106.39.169.66-44462-80-6,16-09-23 13:58,41.104.42.189,149.178.187.26,5458,34828,UDP,1245,Control,FTP,"Recusandae quam quas sit omnis.
Dolorem maxime quod sapiente at repellat. Reiciendis eveniet corrupti dolorum.",IoC Detected,56.41,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; yi-US) AppleWebKit/531.29.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.29.4",Segment C,"Kota, Madhya Pradesh",193.60.199.244,NA,Alert Data,Firewall
172.217.10.68-10.42.0.151-443-39367-6,16-06-22 23:57,71.53.125.118,9.66.159.167,64577,49839,UDP,1461,Data,FTP,Expedita modi id nostrum asperiores. Nihil dicta fuga omnis.,NA,5.08,Alert Triggered,Malware,Known Pattern A,Logged,Low,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/18.3o8564.0 Mobile/63X939 Safari/535.0",Segment C,"Raebareli, Meghalaya",NA,Log Data,Alert Data,Server
203.205.158.34-10.42.0.42-80-33793-6,16-06-21 23:05,117.228.124.88,142.192.222.139,53322,60731,ICMP,1029,Data,DNS,Neque dolorum porro ut. Adipisci beatae aperiam non esse mollitia veritatis. Molestias enim dicta sunt.,IoC Detected,23.63,Alert Triggered,Malware,Known Pattern A,Blocked,High,Mozilla/5.0 (Windows NT 6.0; be-BY; rv:1.9.1.20) Gecko/2779-08-25 21:20:02 Firefox/3.6.4,Segment B,"Proddatur, Rajasthan",NA,Log Data,Alert Data,Server
203.205.158.61-10.42.0.211-80-36236-6,12-05-21 9:03,80.120.107.19,107.113.54.43,49438,28106,UDP,1318,Data,HTTP,Incidunt explicabo ipsam hic magnam. Nulla magni enim assumenda repudiandae doloribus excepturi. Voluptatum odio corporis iusto facere.,IoC Detected,89.97,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0),Segment B,"Bhavnagar, Uttarakhand",45.83.79.240,NA,Alert Data,Firewall
172.217.11.46-10.42.0.151-443-34578-6,24-03-22 19:26,86.35.209.60,56.226.109.160,29817,9087,UDP,737,Data,HTTP,"Exercitationem iste facere occaecati. Reprehenderit cum voluptates quidem.
Et expedita odio. Magni architecto autem et consequatur exercitationem.
Aspernatur molestiae at tenetur ipsam eveniet.",NA,23.85,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Mozilla/5.0 (Windows NT 6.1; hr-HR; rv:1.9.1.20) Gecko/5491-02-15 04:30:50 Firefox/3.8,Segment C,"Vadodara, Telangana",42.121.84.164,NA,Alert Data,Server
220.243.219.55-10.42.0.151-80-42898-6,21-10-20 0:47,11.56.107.18,14.230.147.130,56400,23783,UDP,1019,Data,DNS,"Optio iste accusantium porro quae saepe. Ratione architecto ipsam adipisci a adipisci.
Quas hic ducimus nostrum natus officiis alias. Ipsa soluta vero minus dignissimos culpa autem.",IoC Detected,62.98,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:3.0; ka-GE) AppleWebKit/533.39.6 (KHTML, like Gecko) Version/5.0 Safari/533.39.6",Segment C,"Hyderabad, Chhattisgarh",NA,Log Data,NA,Server
